"","date","state","dataQualityGrade","death","deathConfirmed","deathIncrease","deathProbable","hospitalized","hospitalizedCumulative","hospitalizedCurrently","hospitalizedIncrease","inIcuCumulative","inIcuCurrently","negative","negativeIncrease","negativeTestsAntibody","negativeTestsPeopleAntibody","negativeTestsViral","onVentilatorCumulative","onVentilatorCurrently","positive","positiveCasesViral","positiveIncrease","positiveScore","positiveTestsAntibody","positiveTestsAntigen","positiveTestsPeopleAntibody","positiveTestsPeopleAntigen","positiveTestsViral","recovered","totalTestEncountersViral","totalTestEncountersViralIncrease","totalTestResults","totalTestResultsIncrease","totalTestsAntibody","totalTestsAntigen","totalTestsPeopleAntibody","totalTestsPeopleAntigen","totalTestsPeopleViral","totalTestsPeopleViralIncrease","totalTestsViral","totalTestsViralIncrease"
"1296",2020-10-08,"CT","B",4527,3629,5,898,11845,11845,128,146,NA,NA,1719510,26829,NA,NA,NA,NA,NA,59748,57332,384,0,NA,NA,NA,NA,NA,9522,NA,0,1779258,27213,NA,NA,NA,NA,NA,0,1776842,27203
"1297",2020-10-08,"DC","A+",634,NA,2,NA,NA,NA,100,0,NA,25,401051,4092,NA,NA,NA,NA,15,15765,NA,68,0,NA,NA,NA,NA,NA,12431,416816,4160,416816,4160,NA,NA,NA,NA,224978,1358,NA,0
"1298",2020-10-08,"DE","A+",651,571,2,80,NA,NA,101,0,NA,21,279820,2197,NA,NA,NA,NA,NA,21682,20604,132,0,NA,NA,NA,NA,24108,11146,457055,1920,457055,1920,NA,NA,NA,NA,301502,2329,NA,0
"1299",2020-10-08,"FL","A",15254,15254,170,NA,46005,46005,2141,228,NA,NA,4763745,26741,487730,475588,6850539,NA,NA,717148,697188,3246,0,51923,NA,50676,NA,934530,NA,8482940,71411,8482940,71411,539844,NA,526404,NA,5475395,29978,7828266,50009
"1300",2020-10-08,"GA","A",7294,NA,35,NA,29386,29386,1742,78,5453,NA,2755714,23669,NA,NA,2776700,NA,NA,327407,327407,1265,0,26095,NA,NA,NA,306421,NA,NA,0,3083121,24934,307780,NA,NA,NA,NA,0,3083121,24934
"1301",2020-10-08,"GU","B",58,NA,1,NA,NA,NA,50,0,NA,15,51137,517,NA,NA,NA,NA,NA,2934,2929,66,0,3,5,NA,NA,NA,2067,NA,0,54071,583,192,14,NA,NA,NA,0,54055,578
"1302",2020-10-08,"HI","B",163,NA,3,NA,894,894,109,5,NA,35,295153,0,NA,NA,NA,NA,18,13232,13045,108,0,NA,NA,NA,NA,12998,10573,440089,3591,440089,3591,NA,NA,NA,NA,308090,0,NA,-441593
"1303",2020-10-08,"IA","A+",1421,NA,6,NA,NA,NA,449,0,NA,112,710892,5719,NA,57806,NA,NA,63,92145,92145,1261,0,NA,NA,3550,4075,NA,74250,NA,0,803037,6980,NA,NA,61395,39309,804658,6974,NA,0
"1304",2020-10-08,"ID","A",500,459,8,41,1972,1972,191,40,470,41,283108,1999,NA,NA,NA,NA,NA,45753,41220,671,0,NA,NA,NA,NA,NA,23475,NA,0,324328,2534,NA,NA,NA,NA,324328,2534,NA,0
"1305",2020-10-08,"IL","A",9159,8910,32,249,NA,NA,1755,0,NA,392,5795080,69432,NA,NA,NA,NA,163,313439,310700,3059,0,NA,NA,NA,NA,NA,NA,NA,0,6108519,72491,NA,NA,NA,NA,NA,0,6105780,72491
"1306",2020-10-08,"IN","A+",3742,3515,15,227,13537,13537,1110,107,2691,342,1321714,9024,NA,NA,NA,NA,107,129677,NA,1450,0,NA,NA,NA,NA,132382,100528,NA,0,2323256,29878,NA,NA,NA,NA,1451391,10474,2323256,29878
"1307",2020-10-08,"KS","A+",723,NA,0,NA,3121,3121,393,0,849,103,485446,0,NA,NA,NA,267,34,63952,NA,0,0,NA,NA,NA,NA,NA,2231,NA,0,549398,0,NA,NA,NA,NA,549398,0,NA,0
"1308",2020-10-08,"KY","B",1234,1222,11,12,5814,5814,701,135,1562,174,1433783,18600,NA,NA,NA,NA,NA,77455,66830,868,0,NA,NA,NA,NA,NA,13113,NA,0,1500613,19282,62645,28779,NA,NA,NA,0,1500613,19282
"1309",2020-10-08,"LA","A",5609,5416,5,193,NA,NA,564,0,NA,NA,2267066,11776,NA,NA,NA,NA,79,173149,170621,524,0,NA,NA,NA,NA,NA,157873,NA,0,2440215,12300,NA,NA,NA,NA,2437687,12300,NA,0
"1310",2020-10-08,"MA","A+",9565,9350,8,215,12830,12830,484,23,NA,85,2226548,13626,NA,NA,NA,NA,23,136936,134277,444,0,NA,NA,NA,NA,175537,116364,NA,0,4541516,63385,NA,NA,122087,145573,2360825,14035,4541516,63385
"1311",2020-10-08,"MD","A",3979,3835,6,144,15898,15898,403,55,NA,98,1566874,11634,NA,126269,NA,NA,NA,129425,129425,761,0,NA,NA,12358,NA,155177,7676,NA,0,2802303,29023,NA,NA,138627,NA,1696299,12395,2802303,29023
"1312",2020-10-08,"ME","A+",142,141,0,1,459,459,7,0,NA,1,476976,6831,9987,NA,474748,NA,0,5639,5048,35,0,528,NA,NA,NA,6967,4900,NA,0,482615,6866,10529,NA,NA,NA,NA,0,482024,6868
"1313",2020-10-08,"MI","A+",7193,6869,24,324,NA,NA,862,0,NA,220,3775347,40804,NA,NA,3775347,NA,85,146493,132039,1401,0,NA,NA,NA,NA,182419,99521,NA,0,3921840,42205,302572,NA,NA,NA,NA,0,3957766,42115
"1314",2020-10-08,"MN","A",2160,2107,6,53,8187,8187,457,98,2245,139,1418637,14147,NA,NA,NA,NA,NA,107922,107922,1271,0,NA,NA,NA,NA,NA,97254,2224194,28312,2224194,28312,NA,NA,NA,NA,1526559,15418,NA,0
"1315",2020-10-08,"MO","B",2259,NA,23,NA,NA,NA,1344,0,NA,NA,1249983,10619,75135,71709,1819846,NA,NA,137156,137156,1505,0,3984,3642,3618,NA,155881,NA,NA,0,1979390,20929,79251,18042,68157,12276,1387139,12124,1979390,20929
"1316",2020-10-08,"MP","D",2,2,0,NA,4,4,NA,0,NA,NA,15121,0,NA,NA,NA,NA,NA,75,75,0,0,NA,NA,NA,NA,NA,29,NA,0,15196,0,NA,NA,NA,NA,15196,0,20709,0
"1317",2020-10-08,"MS","A+",3074,2807,23,267,6053,6053,606,0,NA,139,704655,0,NA,NA,NA,NA,66,102819,93881,578,0,95,NA,NA,NA,NA,90577,NA,0,807474,578,40048,66989,NA,NA,NA,0,796968,0
"1318",2020-10-08,"MT","C",197,NA,4,NA,851,851,263,31,NA,NA,364988,4875,NA,NA,NA,NA,NA,16677,16677,614,0,NA,NA,NA,NA,NA,10656,NA,0,381665,5489,NA,NA,NA,NA,NA,0,381665,5489
"1319",2020-10-08,"NC","A+",3722,3689,29,33,NA,NA,1051,0,NA,296,3043558,31254,NA,NA,NA,NA,NA,225397,219162,2428,0,NA,NA,NA,NA,NA,192644,NA,0,3268955,33682,NA,6114,NA,NA,NA,0,3262720,33473
"1320",2020-10-08,"ND","B",234,230,8,4,1016,1016,214,21,238,40,228023,1207,9655,NA,NA,NA,NA,25384,25384,527,0,485,NA,NA,NA,NA,21242,661206,6558,661206,6558,10140,NA,NA,NA,253407,1734,686464,6900
"1321",2020-10-08,"NE","A",507,NA,0,NA,2468,2468,288,32,NA,NA,440734,3497,NA,NA,624880,NA,NA,49396,49396,639,0,NA,NA,NA,NA,61554,35295,NA,0,687689,12674,NA,NA,NA,NA,490443,4137,687689,12674
"1322",2020-10-08,"NH","B",449,NA,1,NA,747,747,14,2,238,NA,278750,2422,NA,NA,NA,NA,NA,8878,8878,78,0,NA,NA,NA,NA,NA,7898,NA,0,482118,5604,32172,NA,31384,NA,287628,2500,482118,5604
"1323",2020-10-08,"NJ","B",16160,14373,8,1787,23763,23763,652,124,NA,148,3631519,59559,NA,NA,NA,NA,52,211148,211148,1298,0,NA,NA,NA,NA,NA,35195,NA,0,3842667,60857,NA,NA,NA,NA,NA,0,3842667,60857
"1324",2020-10-08,"NM","B",899,NA,3,NA,3652,3652,119,27,NA,NA,942189,8242,NA,NA,NA,NA,NA,31756,31756,384,0,NA,NA,NA,NA,NA,18045,NA,0,973945,8626,NA,NA,NA,NA,NA,0,973945,8626
"1325",2020-10-08,"NV","A+",1649,NA,13,NA,NA,NA,498,0,NA,130,640371,3209,NA,NA,NA,NA,64,83827,83827,480,0,NA,NA,NA,NA,NA,NA,1082722,8002,1082722,8002,NA,NA,NA,NA,722508,3655,1101167,7189
"1326",2020-10-08,"NY","B",25555,NA,10,NA,89995,89995,754,0,NA,172,11177336,143975,NA,NA,NA,NA,67,470104,470104,1836,0,NA,NA,NA,NA,NA,77351,11647440,145811,11647440,145811,NA,NA,NA,NA,NA,0,NA,0
"1327",2020-10-08,"OH","A+",4983,4674,13,309,16200,16200,863,109,3395,229,3325468,29322,NA,NA,NA,NA,108,164262,154746,1539,0,NA,NA,NA,NA,NA,140808,NA,0,3489730,30861,NA,NA,NA,NA,NA,0,3480214,30787
"1328",2020-10-08,"OK","A+",1085,NA,10,NA,7022,7022,697,93,NA,252,1209306,13035,NA,NA,1209306,NA,NA,95564,95564,1212,0,4185,NA,NA,NA,107221,81289,NA,0,1304870,14247,80939,NA,NA,NA,NA,0,1318991,13845
"1329",2020-10-08,"OR","A+",594,NA,11,NA,2727,2727,197,22,NA,39,688262,5328,NA,NA,688262,NA,14,36116,34300,482,0,NA,NA,NA,NA,NA,5870,NA,0,724378,5810,NA,NA,NA,NA,722562,5785,NA,0
"1330",2020-10-08,"PA","A+",8299,NA,27,NA,NA,NA,687,0,NA,NA,1985103,17561,NA,NA,NA,NA,76,167928,162063,1376,0,NA,NA,NA,NA,NA,136021,NA,0,2153031,18937,NA,NA,NA,NA,2147166,18852,3240114,35564
"1331",2020-10-08,"PR","B",715,536,10,179,NA,NA,315,0,NA,49,305972,0,NA,NA,303412,NA,27,26010,26010,352,0,26284,NA,NA,NA,7002,22805,NA,0,331982,352,NA,NA,NA,NA,NA,0,310546,0
"1332",2020-10-08,"RI","A+",1127,NA,1,NA,2889,2889,117,16,NA,12,338269,6695,NA,NA,823284,NA,6,26045,26045,269,0,NA,NA,NA,NA,36145,2408,859429,20947,859429,20947,NA,NA,NA,NA,364314,6964,NA,0
"1333",2020-10-08,"SC","A+",3514,3311,12,203,9475,9475,716,83,NA,191,1275884,18993,66116,NA,1230378,NA,94,154755,149219,1050,0,7498,11862,NA,NA,194725,76477,NA,0,1430639,20043,73614,63262,NA,NA,NA,0,1425103,19878
"1334",2020-10-08,"SD","A",272,NA,14,NA,1717,1717,284,20,NA,NA,184850,1976,NA,NA,NA,NA,NA,26411,25961,505,0,NA,NA,NA,NA,NA,21496,NA,0,211291,2511,NA,NA,NA,NA,211291,2511,316262,6421
"1335",2020-10-08,"TN","A+",2705,2591,63,114,9094,9094,1149,59,NA,307,2880406,25318,NA,NA,2836100,NA,158,209447,200103,1992,0,NA,NA,NA,NA,244409,189990,NA,0,3089853,27310,NA,NA,NA,NA,NA,0,3080509,27016
"1336",2020-10-08,"TX","A",16334,NA,104,NA,NA,NA,3556,0,NA,1098,5921312,34428,NA,NA,NA,NA,NA,781794,781794,4238,0,39230,13363,NA,NA,NA,695194,NA,0,6703106,38666,427731,147268,NA,NA,NA,0,6703106,38666
"1337",2020-10-08,"UT","A+",501,NA,5,NA,4167,4167,251,54,947,86,789833,8005,NA,NA,1053434,376,NA,81947,81947,1501,0,NA,2650,NA,2514,88890,60220,NA,0,1142324,12505,NA,43435,NA,22869,869153,9382,1142324,12505
"1338",2020-10-08,"VA","A+",3328,3097,25,231,19211,19211,933,19,NA,196,2042835,17984,NA,NA,NA,NA,89,155535,146957,1844,0,NA,NA,NA,NA,175080,18278,2189792,19479,2189792,19479,NA,NA,NA,NA,NA,0,NA,0
"1339",2020-10-08,"VI","D",20,20,0,NA,NA,NA,NA,0,NA,NA,20366,93,NA,NA,NA,NA,NA,1322,NA,1,0,NA,NA,NA,NA,NA,1286,NA,0,21688,94,NA,NA,NA,NA,NA,0,21742,112
"1340",2020-10-08,"VT","B",58,58,0,NA,NA,NA,1,0,NA,NA,167564,1370,NA,NA,NA,NA,NA,1838,1838,11,0,NA,NA,NA,NA,NA,1638,NA,0,312985,5575,NA,NA,NA,NA,169402,1381,312985,5575
"1341",2020-10-08,"WA","B",2177,2177,12,NA,7703,7703,256,30,NA,NA,1896269,25865,NA,NA,NA,NA,30,91208,91208,545,0,NA,NA,NA,NA,NA,NA,1987477,26410,1987477,26410,NA,NA,NA,NA,NA,0,NA,0
"1342",2020-10-08,"WI","A+",1435,1424,9,11,8061,8061,907,110,1253,228,1506828,13524,NA,NA,NA,NA,NA,149467,141830,3274,0,NA,NA,NA,NA,NA,113596,2568842,30423,2568842,30423,NA,NA,NA,NA,1648658,16656,NA,0
"1343",2020-10-08,"WV","B",370,365,1,5,NA,NA,168,0,NA,59,592335,6129,NA,NA,NA,NA,29,17325,16776,186,0,NA,NA,NA,NA,NA,12699,NA,0,609660,6315,17730,NA,NA,NA,NA,0,609111,6309
"1344",2020-10-08,"WY","B",54,NA,1,NA,313,313,56,8,NA,NA,101850,904,NA,NA,198800,NA,NA,7092,6031,193,0,NA,NA,NA,NA,7224,5603,NA,0,206024,3321,NA,NA,NA,NA,107881,1069,206024,3321
"1345",2020-10-07,"AK","A",59,59,1,NA,333,333,46,5,NA,NA,481163,10579,NA,NA,480682,NA,6,8911,NA,121,0,NA,NA,NA,NA,9099,5626,NA,0,490074,10700,NA,NA,NA,NA,NA,0,490074,10700
"1346",2020-10-07,"AL","A",2601,2454,21,147,17915,17915,777,216,1867,NA,1038526,7233,NA,NA,NA,1057,NA,161418,142292,941,0,NA,NA,NA,NA,NA,67948,NA,0,1180818,7971,NA,NA,59483,NA,NA,0,1180818,7971
"1347",2020-10-07,"AR","A+",1482,1337,35,145,5740,5740,519,82,NA,235,1012643,9202,NA,NA,1012643,715,98,88880,84914,809,0,NA,3300,NA,4377,NA,80703,NA,0,1097556,9885,NA,21856,NA,24364,NA,0,1097556,9885
"1348",2020-10-07,"AS","D",0,NA,0,NA,NA,NA,NA,0,NA,NA,1616,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1616,0,NA,NA,NA,NA,NA,0,1616,0
"1349",2020-10-07,"AZ","A+",5733,5447,20,286,20050,20050,681,63,NA,147,1300948,6675,NA,NA,NA,NA,66,222538,217746,604,0,NA,NA,NA,NA,NA,36336,NA,0,1518694,7267,298414,NA,NA,NA,1518694,7267,NA,0
"1350",2020-10-07,"CA","B",16228,NA,51,NA,NA,NA,3204,0,NA,797,14725481,123521,NA,NA,NA,NA,NA,831225,831225,2764,0,NA,NA,NA,NA,NA,NA,NA,0,15556706,126285,NA,NA,NA,NA,NA,0,15556706,126285
"1351",2020-10-07,"CO","A",1990,NA,7,NA,7771,7771,369,50,NA,NA,905115,8715,159485,NA,NA,NA,NA,74922,69748,731,0,12048,NA,NA,NA,NA,6727,1477301,17969,1477301,17969,171533,NA,NA,NA,974863,9414,NA,0
"1352",2020-10-07,"CT","B",4522,3624,1,898,11699,11699,138,0,NA,NA,1692681,7488,NA,NA,NA,NA,NA,59364,56958,123,0,NA,NA,NA,NA,NA,9408,NA,0,1752045,7611,NA,NA,NA,NA,NA,0,1749639,7617
"1353",2020-10-07,"DC","A+",632,NA,1,NA,NA,NA,103,0,NA,30,396959,2582,NA,NA,NA,NA,16,15697,NA,45,0,NA,NA,NA,NA,NA,12350,412656,2627,412656,2627,NA,NA,NA,NA,223620,896,NA,0
"1354",2020-10-07,"DE","A+",649,569,3,80,NA,NA,89,0,NA,18,277623,1576,NA,NA,NA,NA,NA,21550,20474,84,0,NA,NA,NA,NA,24043,11071,455135,3109,455135,3109,NA,NA,NA,NA,299173,1660,NA,0
"1355",2020-10-07,"FL","A",15084,15084,139,NA,45777,45777,2121,258,NA,NA,4737004,23551,487730,475588,6804700,NA,NA,713902,694361,2544,0,51923,NA,50676,NA,930493,NA,8411529,60824,8411529,60824,539844,NA,526404,NA,5445417,26074,7778257,44076
"1356",2020-10-07,"GA","A",7259,NA,30,NA,29308,29308,1770,154,5439,NA,2732045,11903,NA,NA,2753013,NA,NA,326142,326142,1492,0,26016,NA,NA,NA,305174,NA,NA,0,3058187,13395,307358,NA,NA,NA,NA,0,3058187,13395
"1357",2020-10-07,"GU","B",57,NA,2,NA,NA,NA,45,0,NA,15,50620,422,NA,NA,NA,NA,NA,2868,2864,54,0,3,4,NA,NA,NA,1924,NA,0,53488,476,191,9,NA,NA,NA,0,53477,470
"1358",2020-10-07,"HI","B",160,NA,3,NA,889,889,115,0,NA,35,295153,1166,NA,NA,NA,NA,18,13124,12937,83,0,NA,NA,NA,NA,12910,10526,436498,3344,436498,3344,NA,NA,NA,NA,308090,1249,441593,3381
"1359",2020-10-07,"IA","A+",1415,NA,15,NA,NA,NA,444,0,NA,104,705173,4264,NA,57385,NA,NA,42,90884,90884,950,0,NA,NA,3531,3691,NA,73311,NA,0,796057,5214,NA,NA,60955,36763,797684,5266,NA,0
"1360",2020-10-07,"ID","A",492,452,5,40,1932,1932,151,21,468,36,281109,1295,NA,NA,NA,NA,NA,45082,40685,660,0,NA,NA,NA,NA,NA,23288,NA,0,321794,1849,NA,NA,NA,NA,321794,1849,NA,0
"1361",2020-10-07,"IL","A",9127,8878,42,249,NA,NA,1679,0,NA,372,5725648,56190,NA,NA,NA,NA,165,310380,307641,2630,0,NA,NA,NA,NA,NA,NA,NA,0,6036028,58820,NA,NA,NA,NA,NA,0,6033289,58820
"1362",2020-10-07,"IN","A+",3727,3500,16,227,13430,13430,1081,106,2683,333,1312690,7417,NA,NA,NA,NA,101,128227,NA,1281,0,NA,NA,NA,NA,130884,99802,NA,0,2293378,34767,NA,NA,NA,NA,1440917,8698,2293378,34767
"1363",2020-10-07,"KS","A+",723,NA,17,NA,3121,3121,352,85,849,103,485446,7048,NA,NA,NA,267,33,63952,NA,1244,0,NA,NA,NA,NA,NA,2231,NA,0,549398,8292,NA,NA,NA,NA,549398,8292,NA,0
"1364",2020-10-07,"KY","B",1223,1211,5,12,5679,5679,672,57,1554,161,1415183,13623,NA,NA,NA,NA,NA,76587,66148,2393,0,NA,NA,NA,NA,NA,12800,NA,0,1481331,15421,58924,28287,NA,NA,NA,0,1481331,15421
"1365",2020-10-07,"LA","A",5604,5411,12,193,NA,NA,552,0,NA,NA,2255290,21979,NA,NA,NA,NA,78,172625,170097,2156,0,NA,NA,NA,NA,NA,157873,NA,0,2427915,24135,NA,NA,NA,NA,2425387,23032,NA,0
"1366",2020-10-07,"MA","A+",9557,9342,19,215,12807,12807,515,32,NA,83,2212922,15625,NA,NA,NA,NA,34,136492,133868,535,0,NA,NA,NA,NA,175047,116364,NA,0,4478131,61703,NA,NA,121906,143436,2346790,16134,4478131,61703
"1367",2020-10-07,"MD","A",3973,3829,6,144,15843,15843,391,52,NA,93,1555240,8217,NA,126269,NA,NA,NA,128664,128664,460,0,NA,NA,12358,NA,154217,7665,NA,0,2773280,20734,NA,NA,138627,NA,1683904,8677,2773280,20734
"1368",2020-10-07,"ME","A+",142,141,0,1,459,459,9,2,NA,2,470145,6490,9964,NA,467918,NA,0,5604,5011,39,0,528,NA,NA,NA,6930,4880,NA,0,475749,6529,10506,NA,NA,NA,NA,0,475156,6518
"1369",2020-10-07,"MI","A+",7169,6847,8,322,NA,NA,687,0,NA,201,3734543,33459,NA,NA,3734543,NA,88,145092,130842,1214,0,NA,NA,NA,NA,181108,99521,NA,0,3879635,34673,301600,NA,NA,NA,NA,0,3915651,34681
"1370",2020-10-07,"MN","A",2154,2101,14,53,8089,8089,367,69,2223,123,1404490,7494,NA,NA,NA,NA,NA,106651,106651,911,0,NA,NA,NA,NA,NA,96616,2195882,12912,2195882,12912,NA,NA,NA,NA,1511141,8405,NA,0
"1371",2020-10-07,"MO","B",2236,NA,36,NA,NA,NA,1352,0,NA,NA,1239364,6808,74942,71709,1800597,NA,NA,135651,135651,1068,0,3953,3503,3618,NA,154257,NA,NA,0,1958461,11857,79027,16095,67984,11596,1375015,7876,1958461,11857
"1372",2020-10-07,"MP","D",2,2,0,NA,4,4,NA,0,NA,NA,15121,0,NA,NA,NA,NA,NA,75,75,0,0,NA,NA,NA,NA,NA,29,NA,0,15196,0,NA,NA,NA,NA,15196,0,20709,0
"1373",2020-10-07,"MS","A+",3051,2794,38,257,6053,6053,571,0,NA,127,704655,0,NA,NA,NA,NA,62,102241,93422,1538,0,95,NA,NA,NA,NA,90577,NA,0,806896,1538,40048,66989,NA,NA,NA,0,796968,0
"1374",2020-10-07,"MT","C",193,NA,1,NA,820,820,235,47,NA,NA,360113,2740,NA,NA,NA,NA,NA,16063,16063,716,0,NA,NA,NA,NA,NA,10518,NA,0,376176,3456,NA,NA,NA,NA,NA,0,376176,3456
"1375",2020-10-07,"NC","A+",3693,3661,23,32,NA,NA,1028,0,NA,288,3012304,16876,NA,NA,NA,NA,NA,222969,216943,1711,0,NA,NA,NA,NA,NA,192644,NA,0,3235273,18587,NA,5101,NA,NA,NA,0,3229247,18342
"1376",2020-10-07,"ND","B",226,222,9,4,995,995,116,27,235,27,226816,1093,9639,NA,NA,NA,NA,24857,24857,493,0,485,NA,NA,NA,NA,20847,654648,6242,654648,6242,10124,NA,NA,NA,251673,1586,679564,6561
"1377",2020-10-07,"NE","A",507,NA,4,NA,2436,2436,262,29,NA,NA,437237,4483,NA,NA,615248,NA,NA,48757,48757,498,0,NA,NA,NA,NA,58518,35052,NA,0,675015,11417,NA,NA,NA,NA,486306,4978,675015,11417
"1378",2020-10-07,"NH","B",448,NA,2,NA,745,745,18,2,236,NA,276328,1588,NA,NA,NA,NA,NA,8800,8800,69,0,NA,NA,NA,NA,NA,7845,NA,0,476514,7122,32113,NA,31327,NA,285128,1657,476514,7122
"1379",2020-10-07,"NJ","B",16152,14364,5,1787,23639,23639,601,62,NA,134,3571960,22615,NA,NA,NA,NA,46,209850,209850,508,0,NA,NA,NA,NA,NA,35145,NA,0,3781810,23123,NA,NA,NA,NA,NA,0,3781810,23752
"1380",2020-10-07,"NM","B",896,NA,2,NA,3625,3625,109,16,NA,NA,933947,3960,NA,NA,NA,NA,NA,31372,31372,425,0,NA,NA,NA,NA,NA,17766,NA,0,965319,4385,NA,NA,NA,NA,NA,0,965319,4385
"1381",2020-10-07,"NV","A+",1636,NA,7,NA,NA,NA,495,0,NA,137,637162,1346,NA,NA,NA,NA,67,83347,83347,431,0,NA,NA,NA,NA,NA,NA,1074720,11026,1074720,11026,NA,NA,NA,NA,718853,1414,1093978,1066
"1382",2020-10-07,"NY","B",25545,NA,9,NA,89995,89995,748,0,NA,176,11033361,106886,NA,NA,NA,NA,72,468268,468268,1360,0,NA,NA,NA,NA,NA,77267,11501629,108246,11501629,108246,NA,NA,NA,NA,NA,0,NA,0
"1383",2020-10-07,"OH","A+",4970,4661,23,309,16091,16091,814,119,3384,222,3296146,29473,NA,NA,NA,NA,107,162723,153281,1424,0,NA,NA,NA,NA,NA,139831,NA,0,3458869,30897,NA,NA,NA,NA,NA,0,3449427,30771
"1384",2020-10-07,"OK","A+",1075,NA,9,NA,6929,6929,738,113,NA,258,1196271,9556,NA,NA,1196271,NA,NA,94352,94352,1006,0,4185,NA,NA,NA,105881,80211,NA,0,1290623,10562,80939,NA,NA,NA,NA,0,1305146,10614
"1385",2020-10-07,"OR","A+",583,NA,2,NA,2705,2705,197,25,NA,39,682934,4876,NA,NA,682934,NA,14,35634,33843,294,0,NA,NA,NA,NA,NA,5870,NA,0,718568,5170,NA,NA,NA,NA,716777,5144,NA,0
"1386",2020-10-07,"PA","A+",8272,NA,28,NA,NA,NA,657,0,NA,NA,1967542,15550,NA,NA,NA,NA,80,166552,160772,1309,0,NA,NA,NA,NA,NA,134907,NA,0,2134094,16859,NA,NA,NA,NA,2128314,16732,3204550,38925
"1387",2020-10-07,"PR","B",705,528,9,177,NA,NA,325,0,NA,51,305972,0,NA,NA,303412,NA,36,25658,25658,23,0,26110,NA,NA,NA,7002,22346,NA,0,331630,23,NA,NA,NA,NA,NA,0,310546,0
"1388",2020-10-07,"RI","A+",1126,NA,1,NA,2873,2873,107,24,NA,10,331574,3089,NA,NA,802615,NA,5,25776,25776,180,0,NA,NA,NA,NA,35867,2402,838482,10468,838482,10468,NA,NA,NA,NA,357350,3269,NA,0
"1389",2020-10-07,"SC","A+",3502,3300,31,202,9392,9392,707,61,NA,183,1256891,6725,65678,NA,1211792,NA,93,153705,148334,735,0,7422,11623,NA,NA,193433,75768,NA,0,1410596,7460,73100,60381,NA,NA,NA,0,1405225,7259
"1390",2020-10-07,"SD","A",258,NA,10,NA,1697,1697,273,27,NA,NA,182874,6273,NA,NA,NA,NA,NA,25906,25433,1030,0,NA,NA,NA,NA,NA,21137,NA,0,208780,7303,NA,NA,NA,NA,208780,7303,309841,15234
"1391",2020-10-07,"TN","A+",2642,2530,21,112,9035,9035,1155,59,NA,319,2855088,20181,NA,NA,2810943,NA,151,207455,198405,2080,0,NA,NA,NA,NA,242550,188576,NA,0,3062543,22261,NA,NA,NA,NA,NA,0,3053493,21963
"1392",2020-10-07,"TX","A",16230,NA,119,NA,NA,NA,3519,0,NA,1052,5886884,24071,NA,NA,NA,NA,NA,777556,777556,4121,0,38678,13079,NA,NA,NA,692123,NA,0,6664440,28192,422880,145110,NA,NA,NA,0,6664440,28192
"1393",2020-10-07,"UT","A+",496,NA,8,NA,4113,4113,233,55,941,87,781828,4207,NA,NA,1042333,371,NA,80446,80446,1007,0,NA,2507,NA,2371,87486,59289,NA,0,1129819,12188,NA,40491,NA,21669,859771,4859,1129819,12188
"1394",2020-10-07,"VA","A+",3303,3088,12,215,19192,19192,1003,154,NA,228,2024851,15670,NA,NA,NA,NA,109,153691,145462,509,0,NA,NA,NA,NA,174072,18189,2170313,16145,2170313,16145,NA,NA,NA,NA,NA,0,NA,0
"1395",2020-10-07,"VI","D",20,20,0,NA,NA,NA,NA,0,NA,NA,20273,118,NA,NA,NA,NA,NA,1321,NA,-1,0,NA,NA,NA,NA,NA,1286,NA,0,21594,117,NA,NA,NA,NA,NA,0,21630,123
"1396",2020-10-07,"VT","B",58,58,0,NA,NA,NA,1,0,NA,NA,166194,574,NA,NA,NA,NA,NA,1827,1827,6,0,NA,NA,NA,NA,NA,1635,NA,0,307410,1320,NA,NA,NA,NA,168021,580,307410,1320
"1397",2020-10-07,"WA","B",2165,2165,7,NA,7673,7673,253,51,NA,NA,1870404,9273,NA,NA,NA,NA,31,90663,90663,387,0,NA,NA,NA,NA,NA,NA,1961067,9660,1961067,9660,NA,NA,NA,NA,NA,0,NA,0
"1398",2020-10-07,"WI","A+",1426,1415,16,11,7951,7951,873,141,1233,219,1493304,11188,NA,NA,NA,NA,NA,146193,138698,2463,0,NA,NA,NA,NA,NA,111765,2538419,27346,2538419,27346,NA,NA,NA,NA,1632002,13507,NA,0
"1399",2020-10-07,"WV","B",369,364,5,5,NA,NA,168,0,NA,62,586206,3589,NA,NA,NA,NA,28,17139,16596,203,0,NA,NA,NA,NA,NA,12443,NA,0,603345,3792,17671,NA,NA,NA,NA,0,602802,3762
"1400",2020-10-07,"WY","B",53,NA,0,NA,305,305,47,1,NA,NA,100946,1034,NA,NA,195701,NA,NA,6899,5866,129,0,NA,NA,NA,NA,7002,5504,NA,0,202703,4195,NA,NA,NA,NA,106812,1149,202703,4195
"1401",2020-10-06,"AK","A",58,58,0,NA,328,328,45,3,NA,NA,470584,-147,NA,NA,470291,NA,6,8790,NA,147,0,NA,NA,NA,NA,8790,5455,NA,0,479374,0,NA,NA,NA,NA,NA,0,479374,0
